BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,CAPACITY,STNO,Address,Location,Lat,Long,geometry,neighborhood
SELECT RESTAURANTS' INC.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,837,800,  Boylston ST,"(42.347296, -71.081457)",42.3471718,-71.08250628733232,POINT (-71.08250628733232 42.3471718),Back Bay
1704 WASHINGTON LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,1704, Washington St,"(0.0, 0.0)",42.33697115,-71.07592868948728,POINT (-71.07592868948728 42.33697115),South End
"August Summer Group, LLC",02/18/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,32,169, Brighton Av,"(0.0, 0.0)",42.35289220704344,-71.13234082375126,POINT (-71.13234082375126 42.35289220704344),Allston
"TOUCHTONE ENTERPRISES, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,501,E Eighth ST,"(42.331251, -71.041281)",42.331286999999996,-71.04126,POINT (-71.04125999999999 42.331287),South Boston
"HYNES FINE DINING, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,363,900,  Boylston ST,"(0.0, 0.0)",42.3471376,-71.08399283816692,POINT (-71.08399283816692 42.3471376),Back Bay
Covered Bridge Group LLC,11/18/2014 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,140,120,  Kingston ST,"(42.35228, -71.0591)",42.3522131,-71.0590854,POINT (-71.0590854 42.3522131),Chinatown
"ZENZERO, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,235,530, Atlantic Av,"(0.0, 0.0)",42.3537091,-71.05297974670991,POINT (-71.05297974670991 42.3537091),Downtown
"AL DENTE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,36,109,  Salem ST,"(0.0, 0.0)",42.3642349,-71.0554623,POINT (-71.0554623 42.3642349),North End
"TRATTORIA II PANINO HANOVER, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,234,278,  Hanover ST,"(0.0, 0.0)",42.36319153061224,-71.05555857142858,POINT (-71.05555857142858 42.36319153061224),North End
A & C NEWBURY STREET,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,19,264,  Newbury ST,"(42.3492, -71.08312)",42.3492309,-71.0831297,POINT (-71.0831297 42.3492309),Back Bay
"BURN, INC.                      (COMMERCIAL UNIT C)",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,106,645,  Tremont ST,"(0.0, 0.0)",42.3422326,-71.0752954,POINT (-71.0752954 42.3422326),South End
"Tres Gatos, LLC",03/17/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,49,470,  Centre ST,"(42.31909, -71.11164)",42.3191039,-71.11170209999999,POINT (-71.11170209999999 42.3191039),Jamaica Plain
TRESCA RESTAURANT GROUP LLC,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,120,227,  Hanover ST,"(42.362994, -71.055043)",42.362989,-71.055164,POINT (-71.055164 42.362989),North End
"TRIDENT BOOKSELLERS, INC.",11/07/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,224,338,  Newbury ST,"(42.34823, -71.0866)",42.3482979,-71.08663659999999,POINT (-71.08663659999999 42.3482979),Back Bay
"DDC, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,116,140,  Boylston ST,"(42.35228, -71.06622)",42.3523219,-71.06620090000001,POINT (-71.06620090000001 42.3523219),Downtown
COMM 973 GROUP LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,185,971,  Commonwealth AV,"(0.0, 0.0)",42.351286204333505,-71.11866467052933,POINT (-71.11866467052933 42.3512862043335),Allston
"ST. ENTERTAINMENT GROUP, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,200,100, Stuart St,"(42.350916, -71.065256)",42.35082685,-71.06556905055248,POINT (-71.06556905055248 42.35082685),Downtown
"ASIAN CUISINE, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,72,725, Boylston St,"(0.0, 0.0)",42.3495821,-71.0801528,POINT (-71.08015279999999 42.3495821),Back Bay
GREEN DOOR COFFEE HOUSE COMPANY,04/09/2015 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,77,284, Amory St,"(42.314637, -71.104489)",42.3143773,-71.1040468,POINT (-71.10404680000001 42.3143773),Jamaica Plain
"MURASAKI, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,32,224,  Newbury ST,"(42.34973, -71.08116)",42.3497013,-71.0811355,POINT (-71.0811355 42.3497013),Back Bay
"L.B.E., INC.",11/18/2013 12:00:00 AM,12/31/2015 12:00:00 AM,All Alc,653,295,  Franklin ST,"(42.35705, -71.05283)",42.35703955,-71.05275257128847,POINT (-71.05275257128847 42.35703955),Downtown
"UNION OYSTER HOUSE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,565,20, Marshall St,"(0.0, 0.0)",42.361841399999996,-71.0568986,POINT (-71.0568986 42.3618414),Downtown
"UNITY SPORTS & CULTURAL CLUB, INC.",11/25/2013 12:00:00 AM,12/31/2015 12:00:00 AM,All Alc,605,10,  Dunbar AV,"(42.28625, -71.07182)",42.286263,-71.07182014995348,POINT (-71.07182014995348 42.286263),Dorchester
"UNO RESTAURANTS, LLC",11/21/2013 12:00:00 AM,12/31/2015 12:00:00 AM,All Alc,218,731, Boylston St,"(0.0, 0.0)",42.349519799999996,-71.0802839,POINT (-71.0802839 42.3495198),Back Bay
"UNO RESTAURANTS, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,145,270,  Huntington AV,"(42.34151, -71.086)",42.341193373998756,-71.08729495960074,POINT (-71.08729495960074 42.34119337399876),Fenway
"UNO RESTAURANTS, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,240,1,  Brookline AV,"(42.34842, -71.097471)",42.338786,-71.10765,POINT (-71.10765000000001 42.338786),Longwood
Urban Cantina Inc.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,76,76,  Salem ST,"(0.0, 0.0)",42.37749866666667,-71.0664920625,POINT (-71.0664920625 42.37749866666667),Charlestown
FRANK PEZZANO,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,82,286, Hanover St,"(0.0, 0.0)",42.36396605,-71.05454750580864,POINT (-71.05454750580864 42.36396605),North End
"C.O. RESTAURANT GROUP, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,230,105,  Water ST,"(0.0, 0.0)",42.3579539177483,-71.05485122045529,POINT (-71.05485122045529 42.3579539177483),Downtown
MERENGUE CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,50,57,W Dedham St,"(42.341861, -71.07242)",42.341901422680614,-71.07264276875141,POINT (-71.07264276875141 42.34190142268061),South End
PHYLLIS CORPORATION,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,647,20,  Ericsson ST,"(42.29175, -71.04032)",42.2916908,-71.04069799999999,POINT (-71.04069799999999 42.2916908),Dorchester
"VICTORIA SEAFOOD RESTAURANT, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,99,1029,  Commonwealth AV,"(42.352234, -71.12166)",42.351625066072586,-71.1215814669051,POINT (-71.1215814669051 42.35162506607259),Allston
CENT' ANNI CORPORATION,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,198,1024,  Massachusetts AV,"(42.32707, -71.06681)",42.32703485,-71.06678790696566,POINT (-71.06678790696566 42.32703485),South Boston
"QING MEI, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,45,14, Corinth St,"(0.0, 0.0)",42.28683562857451,-71.13072320009165,POINT (-71.13072320009165 42.28683562857451),Roslindale
GOLDEN VINTAGE GROUP LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,250,72, Broad St,"(0.0, 0.0)",42.35771015,-71.05274793087901,POINT (-71.05274793087901 42.35771015),Downtown
"BIG BAD DOG, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,68,54,  Salem ST,"(42.363196, -71.056279)",42.37746933333333,-71.066549125,POINT (-71.06654912499999 42.37746933333333),Charlestown
"VIVA BURRITO BOSTON, INC.",03/10/2014 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,38,66,  Staniford ST,"(42.362733, -71.06423)",42.3629292,-71.0640963,POINT (-71.0640963 42.3629292),West End
TORRI RAE CROWELL,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,16,351, Hanover St,"(0.0, 0.0)",42.36453142857143,-71.05356378571429,POINT (-71.05356378571429 42.36453142857143),North End
"W & P HONG KONG AT FANEUIL HALL, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,210,64,  Chatham ST,"(42.35959, -71.05386)",42.35961408,-71.05412731999998,POINT (-71.05412731999998 42.35961408),Downtown
Wabora Newton LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,43,254,  Newbury ST,"(42.34931, -71.08274)",42.3493363,-71.08274870000001,POINT (-71.08274870000001 42.3493363),Back Bay
"WAGAMAMA BOSTON ONE, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,162,800,  Boylston ST,"(42.34716, -71.08251)",42.3471718,-71.08250628733232,POINT (-71.08250628733232 42.3471718),Back Bay
"WAGAMAMA BOSTON ONE, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,148,200, Faneuil Hall Marketplace ,"(0.0, 0.0)",42.36005485,-71.05460485041264,POINT (-71.05460485041264 42.36005485),Downtown
WAHLBURGERS FENWAY LLC,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,272,132, Brookline Av,"(0.0, 0.0)",42.344944899999994,-71.10069720000001,POINT (-71.10069720000001 42.34494489999999),Fenway
"WANG THEATRE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,4624,268, Tremont St,"(0.0, 0.0)",42.350346916666666,-71.06500625,POINT (-71.06500625 42.35034691666667),Downtown
"ANFRATTA, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,110,90,N Washington ST,"(42.365401, -71.058669)",42.3654552,-71.05860886238284,POINT (-71.05860886238284 42.3654552),West End
"ENDEVER HOSPITALITY GROUP, LLC",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,200,40,  Broad ST,"(42.358385, -71.053948)",42.35845764285714,-71.05436992857143,POINT (-71.05436992857143 42.35845764285714),Downtown
TYCOR CORPORATION,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,131,2,  Pleasant ST,"(42.37419, -71.06311)",42.31853630000001,-71.05855890426508,POINT (-71.05855890426508 42.31853630000001),Dorchester
"1732 CENTRE STREET,INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,290,1732,  Centre ST,"(0.0, 0.0)",42.2978789,-71.13028249999999,POINT (-71.13028249999999 42.2978789),Roslindale
JOHNNIE'S ON THE SIDE LLC,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,446,138,  Portland ST,"(42.363627, -71.06129)",42.363652200000004,-71.0611235,POINT (-71.06112349999999 42.3636522),West End
"CRT FOOD & BEVERAGE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,345,885,  Boylston ST,"(42.348617, -71.083619)",42.3485273,-71.0834675,POINT (-71.0834675 42.3485273),Back Bay
"CREATIVE RESTAURANT CONCEPTS, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,720,116,  Boylston ST,"(42.352228, -71.065638)",42.31690477988369,-71.10347671213286,POINT (-71.10347671213286 42.31690477988369),Jamaica Plain
"BEDFORD DINING, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,400,116,  Brighton AV,"(42.3526, -71.1306)",42.3526314,-71.1307542,POINT (-71.1307542 42.3526314),Allston
"WILLIAMS TAVERN, INC.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,43,92, A St,"(0.0, 0.0)",42.342728,-71.054576,POINT (-71.054576 42.342728),South Boston
"NOCHE-BNV III, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,159,3,  Appleton ST,"(0.0, 0.0)",42.34660733228456,-71.06962874517444,POINT (-71.06962874517444 42.34660733228456),South End
"RESTAURANT ASSOCIATES, LLC AND WOLFGANG PUCK CATERING AND EVENTS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,1876,100,  Northern AV,"(42.352856, -71.043074)",42.3522994,-71.0437107,POINT (-71.04371070000001 42.3522994),South Boston Waterfront
PAINTED HOUSE LLC,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,267,178,  Harvard AV,"(42.35116, -71.13119)",42.26028002040816,-71.12284571428572,POINT (-71.12284571428572 42.26028002040816),Hyde Park
"WONDER SPICE CAFÉ, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,62,695,  Centre ST,"(42.31179, -71.11453)",42.2978789,-71.13028249999999,POINT (-71.13028249999999 42.2978789),Roslindale
"WOODS L STREET TAVERN, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,71,658,E Eighth ST,"(0.0, 0.0)",42.331554,-71.035441,POINT (-71.03544100000001 42.331554),South Boston
"ESSENEX, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,87,58,  Hemenway ST,"(0.0, 0.0)",42.34503089473685,-71.08954410526316,POINT (-71.08954410526316 42.34503089473685),Fenway
"DK ASSOCIATES, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,174,22,W Broadway ,"(0.0, 0.0)",42.34286255,-71.05647346992941,POINT (-71.05647346992941 42.34286255),South Boston
"PIER FIVE SERVICES, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,13163,200,  Seaport BL,"(42.35001, -71.04099)",42.3502036,-71.0427412,POINT (-71.04274119999999 42.3502036),South Boston Waterfront
"ZAI, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,34,315,  Shawmut AV,"(42.34234, -71.070529)",42.34237616666667,-71.07035325000003,POINT (-71.07035325000003 42.34237616666667),South End
"YAMATO II, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,202,545, Boylston St,"(42.35081, -71.07581)",42.3507152,-71.0758934,POINT (-71.0758934 42.3507152),Back Bay
"YAMATO, INC.",11/07/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,99,111,  Chiswick RD,"(42.340679, -71.151644)",42.34066487585668,-71.15183870180334,POINT (-71.15183870180334 42.34066487585668),Brighton
"ROCK LOBSTER CO., INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,32,300, Northern Av,"(42.348009, -71.035835)",42.34807095,-71.03582339459166,POINT (-71.03582339459166 42.34807095),South Boston Waterfront
"YARD HOUSE BOSTON FENWAY TRIANGLE, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,672,126,  Brookline AV,"(42.34533, -71.10015)",42.345451000000004,-71.1001214,POINT (-71.10012140000001 42.345451),Fenway
"Tremont Street Burgers,LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,82,140,  Tremont ST,"(42.355646, -71.062559)",42.3555609,-71.06237338624665,POINT (-71.06237338624665 42.3555609),Downtown
