BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,CAPACITY,STNO,Address,Location,Lat,Long,geometry,neighborhood
"GUIRA & TAMBORA, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,49,4014,  Washington ST,"(42.291827, -71.122157)",42.29184650000001,-71.12214082840909,POINT (-71.12214082840909 42.29184650000001),Roslindale
"HALEY HOUSE, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,28,12, Dade St,"(0.0, 0.0)",42.33186270135327,-71.08228334105324,POINT (-71.08228334105324 42.33186270135327),Roxbury
E.P.E. CORPORATION,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,188,115, Causeway St,"(0.0, 0.0)",42.3650755,-71.06149190000001,POINT (-71.06149190000001 42.3650755),West End
"HARD ROCK CAFE INTERNATIONAL (STP), INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,680,20,  Clinton ST,"(42.360961, -71.054946)",42.36077388711886,-71.05534748676453,POINT (-71.05534748676453 42.36077388711886),Downtown
GALMIKE CORP.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,299,1099, Dorchester Av,"(0.0, 0.0)",42.313096,-71.057288,POINT (-71.057288 42.313096),Dorchester
"CITY ROADHOUSE, INC.",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,146,1430,  Commonwealth AV,"(0.0, 0.0)",42.3504455,-71.10930570000001,POINT (-71.10930570000001 42.3504455),Fenway
"142 Berkeley, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,153,142,  Berkeley ST,"(42.348822, -71.072098)",42.3489076,-71.07213780000001,POINT (-71.07213780000001 42.3489076),Back Bay
HARU PRUDENTIAL CORP.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,195,800,  Boylston ST,"(42.347296, -71.081457)",42.3471718,-71.08250628733232,POINT (-71.08250628733232 42.3471718),Back Bay
"BEACON FINE DINING, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,190,310,  Cambridge ST,"(42.36093, -71.06901)",42.3609461,-71.06893574012605,POINT (-71.06893574012605 42.3609461),Beacon Hill
"88 BEACH, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,625,88,  Beach ST,"(42.351328, -71.059821)",42.351060700000005,-71.0588241,POINT (-71.0588241 42.3510607),Leather District
"SOMERS BOSTON RESTAURANTS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,582,25,  Union ST,"(42.361014, -71.056731)",42.345170206226,-71.14832687182889,POINT (-71.14832687182889 42.345170206226),Brighton
"HILL COUNTRY BOSTON, LLC",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,0,374, Congress St,"(42.34993, -71.04741)",42.350053499999994,-71.04733567853867,POINT (-71.04733567853867 42.35005349999999),South Boston Waterfront
"HILLSTONE RESTAURANT GROUP, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,206,60,  State ST,"(42.35927, -71.05643)",42.35922935,-71.05642886016267,POINT (-71.05642886016267 42.35922935),Downtown
SAGARMATHA CORPORATION,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,49,1735,  Centre ST,"(42.287467, -71.149812)",42.2978789,-71.13028249999999,POINT (-71.13028249999999 42.2978789),Roslindale
"HOME RUN CAFE, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,88,1269,  Massachusetts AV,"(42.32146, -71.06264)",42.32150479999999,-71.0626138574059,POINT (-71.06261385740591 42.32150479999999),Dorchester
"Hong Kong Eatery, Inc.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,60,79,  Harrison AV,"(42.35101, -71.06162)",42.336396877551024,-71.07216622448979,POINT (-71.07216622448979 42.33639687755102),South End
"HOT POT BUFFET, INC.",11/05/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,288,70,  Beach ST,"(42.351353, -71.059891)",42.3513135,-71.0599233,POINT (-71.05992329999999 42.3513135),Chinatown
"LANSDOWNE BOSTON RESTAURANT, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,2834,15,  Lansdowne  ,"(0.0, 0.0)",42.3474997,-71.09964120000001,POINT (-71.09964120000001 42.3474997),Fenway
THAILAND INTERNATIONAL CORPORATION,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,54,542,  Columbus AV,"(42.3414, -71.08034)",42.341099,-71.08088599999999,POINT (-71.08088599999999 42.341099),South End
"HIGH STREET RESTAURANT GROUP, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,540,184,  High ST,"(42.35668, -71.05257)",42.3565905,-71.0527728,POINT (-71.0527728 42.3565905),Downtown
"FRIAR VENTURES, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,699,150,  Canal ST,"(42.3648, -71.0608)",42.3648417,-71.0607328,POINT (-71.0607328 42.3648417),West End
"HSB, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,395,498, Commonwealth Av,"(0.0, 0.0)",42.348719,-71.094798,POINT (-71.094798 42.348719),Fenway
ANTHONY OLIVIERO & LUIGI SODANO,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,80,257,  North ST,"(42.363662, -71.051888)",42.363739,-71.05193,POINT (-71.05193 42.363739),North End
"IL PANINO, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,92,11, Parmenter St,"(0.0, 0.0)",42.36389808838713,-71.05482216269216,POINT (-71.05482216269216 42.36389808838713),North End
"Boston's Best Seafood and BBQ,LLC",03/03/2014 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,24,268, Centre St,"(0.0, 0.0)",42.29361643571984,-71.06253556910359,POINT (-71.06253556910359 42.29361643571984),Dorchester
GAGAN CORPORATION,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,58,484,  Commonwealth AV,"(42.34854, -71.09422)",42.348547499999995,-71.09423149999999,POINT (-71.09423149999999 42.3485475),Fenway
"INTERMISSION TAVERN, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,64,228,  Tremont ST,"(42.351346, -71.064584)",42.35129675,-71.0647371875,POINT (-71.0647371875 42.35129675),Downtown
INTERNAL MATTER LLC,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,45,35,  Channel Center ST,"(42.346397, -71.050561)",42.34635755,-71.05055905840756,POINT (-71.05055905840756 42.34635755),South Boston Waterfront
IRASHAI SUSHI AND TERIYAKI INC.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,45,8, Kneeland St,"(42.351008, -71.062428)",42.351040399999995,-71.0628464,POINT (-71.0628464 42.3510404),Chinatown
"IRISH VILLAGE, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,120,224,  Market ST,"(0.0, 0.0)",42.3548836,-71.1497828,POINT (-71.1497828 42.3548836),Brighton
"MCLAUGHLIN RESTAURANT, INC.",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,85,25,  Park ST,"(42.3726, -71.06104)",42.28664615,-71.15892685729649,POINT (-71.15892685729649 42.28664615),West Roxbury
"ISLAND PRIDE RESTAURANT AND FUNCTION HALL, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,168,986, Blue Hill Av,"(0.0, 0.0)",42.289577,-71.08945899999999,POINT (-71.08945899999999 42.289577),Dorchester
"ITADAKI, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,217,267,  Newbury ST,"(0.0, 0.0)",42.3495586,-71.08352705376662,POINT (-71.08352705376662 42.3495586),Back Bay
JONATHAN B. HARKER,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,30,336,  Sumner ST,"(42.367286, -71.035739)",42.36728975,-71.03572899569436,POINT (-71.03572899569436 42.36728975),East Boston
CARLOS GROUP LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,87,1414,  Commonwealth AV,"(42.348527, -71.139106)",42.34854179999999,-71.1391008,POINT (-71.13910079999999 42.34854179999999),Allston
"BRANNELLY'S CAFE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,179,4432,  Washington ST,"(0.0, 0.0)",42.280539000000005,-71.134349,POINT (-71.134349 42.280539),Roslindale
"J.J. FOLEY'S GRILL, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,219,21, Kingston St,"(0.0, 0.0)",42.353753000000005,-71.05906329999999,POINT (-71.05906329999999 42.353753),Downtown
"J.J. FOLEY'S CAFE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,149,111,E Berkeley ST,"(0.0, 0.0)",42.348430666666665,-71.07158466666667,POINT (-71.07158466666667 42.34843066666667),Bay Village
"J.P. SEAFOOD CAFÉ, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,75,730,  Centre ST,"(42.310802, -71.114458)",42.3108866,-71.11442579999999,POINT (-71.11442579999999 42.3108866),Jamaica Plain
"JACOB WIRTH RESTAURANT COMPANY, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,276,31,  Stuart ST,"(42.35126, -71.06375)",42.348285499999996,-71.0765335,POINT (-71.0765335 42.3482855),Back Bay
"COLONIAL TAVERN, INCORPORATED",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,288,77, Broadway St,"(0.0, 0.0)",42.349907069767454,-71.0673434883721,POINT (-71.0673434883721 42.34990706976745),Bay Village
"LCY, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,90,18,  Tyler ST,"(0.0, 0.0)",42.2464576,-71.12471889095191,POINT (-71.12471889095191 42.2464576),Hyde Park
"SAPA 2, LLC",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,49,1952,  Beacon ST,"(42.336326, -71.150238)",42.33633722986118,-71.14956091155625,POINT (-71.14956091155625 42.33633722986118),Brighton
"JAHO INDUSTRIES, LLC",08/12/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,59,661,  Washington ST,"(0.0, 0.0)",42.352185079490866,-71.06250077370369,POINT (-71.06250077370369 42.35218507949087),Chinatown
"MODERN LUNCH, INCORPORATED",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,218,387,  Chelsea ST,"(0.0, 0.0)",42.37932975,-71.02792375,POINT (-71.02792375 42.37932975),East Boston
"LUCKY STRIKE JILLIAN'S, L.L.C.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,1675,145, Ipswich St,"(0.0, 0.0)",42.3474257,-71.0943647,POINT (-71.0943647 42.3474257),Fenway
"DA CROSSING, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,100,21,  Temple PL,"(42.3552, -71.06239)",42.355249799999996,-71.0623372,POINT (-71.0623372 42.3552498),Downtown
"BBRG WATERFRONT TR, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,384,100,  Atlantic AV,"(42.361967, -71.050671)",42.3621,-71.051048,POINT (-71.05104799999999 42.3621),Downtown
"BBRG NEWBURY TR, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,260,26,  Exeter ST,"(42.35061, -71.07967)",42.3506354,-71.0796392,POINT (-71.0796392 42.3506354),Back Bay
LES NOUVEAUX RESTAURANTS LLC,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,95,468,  Commonwealth AV,"(42.34855, -71.09348)",42.34858490000001,-71.09348381471615,POINT (-71.09348381471615 42.34858490000001),Fenway
DORSET RESTAURANT GROUP LLC,01/08/2016 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,0,772, Adams St,"(0.0, 0.0)",42.283466,-71.055593,POINT (-71.055593 42.283466),Dorchester
"PABLA BROS., INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,76,279,  Newbury ST,"(42.34938, -71.084014)",42.3494102,-71.0838845,POINT (-71.0838845 42.3494102),Back Bay
"J & J IRISH PUB & GRILLE, LTD",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,84,1128,  Dorchester AV,"(0.0, 0.0)",42.312342631578936,-71.05723310526315,POINT (-71.05723310526315 42.31234263157894),Dorchester
"KAY OASIS ENTERPRISES, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,500,1117,  Blue Hill AV,"(42.28635, -71.09111)",42.3048452,-71.0848265,POINT (-71.08482650000001 42.3048452),Roxbury
"PARIS ENTERTAINMENT, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,210,1, Harrison Av,"(0.0, 0.0)",42.352356,-71.061414,POINT (-71.061414 42.352356),Chinatown
"KBG, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,1410,  Centre ST,"(42.293937, -71.13618)",42.2978789,-71.13028249999999,POINT (-71.13028249999999 42.2978789),Roslindale
"KELLEY SQUARE PUB, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,84,  Bennington ST,"(42.376231, -71.035629)",42.376191299999995,-71.0357131,POINT (-71.0357131 42.3761913),East Boston
KING AND I CORPORATION,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,76,145,  Charles ST,"(0.0, 0.0)",42.36036970000001,-71.07063470000001,POINT (-71.07063470000001 42.36036970000001),Beacon Hill
THE KINGSTON GROUP LLC,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,248,25,  Kingston ST,"(42.35375, -71.05925)",42.35366932704966,-71.05916106000261,POINT (-71.05916106000261 42.35366932704966),Downtown
"KO CATERING AND PIES, LLC",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,28,256,  Marginal ST,"(42.364227, -71.032549)",42.38603057142857,-71.02941071428572,POINT (-71.02941071428572 42.38603057142857),
SHIN HA CORPORATION,11/05/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,80,122,  Harvard AV,"(42.352431, -71.131711)",42.26014287755102,-71.12277771428572,POINT (-71.12277771428572 42.26014287755102),Hyde Park
"KOREAN FUSION, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,64,16,  North ST,"(42.360718, -71.056455)",42.3607111,-71.05645679667033,POINT (-71.05645679667033 42.3607111),Downtown
AOB CORP.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,36,108,  L ST,"(42.334052, -71.035091)",42.334123,-71.03523866666666,POINT (-71.03523866666666 42.334123),South Boston
"505 CONGRESS STREET, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,200,505,  Congress ST,"(0.0, 0.0)",42.34805585,-71.04117015511692,POINT (-71.04117015511692 42.34805585),South Boston Waterfront
"LA CATRINA, LLC",11/20/2014 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,19,1620, Commonwealth Av,"(0.0, 0.0)",42.343432141950345,-71.14356686857205,POINT (-71.14356686857205 42.34343214195034),Brighton
"R.J.A. ENTERPRISES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,125,112,  Salem ST,"(42.36455, -71.05571)",42.3645231,-71.0555925,POINT (-71.0555925 42.3645231),North End
"JULIO ESPANA, INDIVIDUAL",11/29/2013 12:00:00 AM,12/31/2015 12:00:00 AM,Malt Wine,19,290,  Bennington ST,"(42.379018, -71.02859)",42.37874623652772,-71.02864968709149,POINT (-71.02864968709149 42.37874623652772),East Boston
"PAOLINA CORPORATION, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,85,123,  Salem ST,"(0.0, 0.0)",42.364622999999995,-71.055396,POINT (-71.055396 42.36462299999999),North End
"CALLEJAS, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,144,  Meridian ST,"(0.0, 0.0)",42.37366136585366,-71.03917609756097,POINT (-71.03917609756097 42.37366136585366),East Boston
"BFAM, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,124,97,  Mount Vernon ST,"(42.35806, -71.06972)",42.3580849,-71.06973207653061,POINT (-71.06973207653061 42.3580849),Beacon Hill
30 FLEET STREET CORPORATION,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,74,30, Fleet St,"(0.0, 0.0)",42.36467355,-71.05255734731847,POINT (-71.05255734731847 42.36467355),North End
"GM RESTAURANT ENTERPRISES, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,80,19,  Bennington ST,"(42.375103, -71.037993)",42.3750686,-71.03794632147456,POINT (-71.03794632147456 42.3750686),East Boston
"RAFAEL E. VERAS, INDIVIDUAL",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,32,302,  Centre ST,"(42.32273, -71.10325)",42.32270370000001,-71.10324874679398,POINT (-71.10324874679398 42.32270370000001),Jamaica Plain
WICKED COMEDY LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,400,425,  Summer ST,"(42.346219, -71.043099)",42.3461583,-71.04330470000001,POINT (-71.04330470000001 42.3461583),South Boston Waterfront
"LEGAL SEA FOODS, LLC",01/14/2014 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,175,558, Washington St,"(0.0, 0.0)",42.353697,-71.0621541,POINT (-71.0621541 42.353697),Downtown
"LEGAL SEA FOODS, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,809,270,  Northern AV,"(0.0, 0.0)",42.3486219,-71.0377807,POINT (-71.0377807 42.3486219),South Boston Waterfront
"LEGAL SEA FOODS, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,180,10,  City SQ,"(42.372275, -71.061689)",42.372155,-71.061687,POINT (-71.06168700000001 42.372155),Charlestown
"LEGAL SEA FOODS, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,238,255,  State ST,"(42.359417, -71.051129)",42.35948320000001,-71.0514451,POINT (-71.0514451 42.35948320000001),Downtown
"LEGAL SEA FOODS, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,299,100, Huntington Av,"(42.34721, -71.0782)",42.346971,-71.079388,POINT (-71.07938799999999 42.346971),Back Bay
"LEGAL SEAFOODS, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,351,800,  Boylston ST,"(42.347296, -71.081457)",42.3471718,-71.08250628733232,POINT (-71.08250628733232 42.3471718),Back Bay
"LE, INC.",12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,159,137,  Brighton AV,"(42.353116, -71.131381)",42.3530795,-71.1313038,POINT (-71.1313038 42.3530795),Allston
IN VINO VERITAS BISTRO LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,150,129,  South ST,"(42.351209, -71.057569)",42.351071000000005,-71.0575271,POINT (-71.0575271 42.351071),Leather District
"NEW FRANCE - BACK BAY, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,372,776,  Boylston ST,"(0.0, 0.0)",42.34866615,-71.08169316452492,POINT (-71.08169316452492 42.34866615),Back Bay
"GEORGE'S RESTAURANT & LOUNGE, INC.",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,134,323,  Washington ST,"(42.29983, -71.07452)",42.349123999999996,-71.15191899999999,POINT (-71.15191899999999 42.349124),Brighton
"W Entertainment Group, Inc.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,113,204,  Tremont ST,"(42.351757, -71.064491)",42.351815,-71.064586,POINT (-71.06458600000001 42.351815),Downtown
"RISTORANTE LIMONCELLO, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,120,190,  North ST,"(42.363379, -71.053961)",42.363481,-71.05341999999999,POINT (-71.05341999999999 42.363481),North End
"Lincoln Bar & Grill, Inc.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,76,8,  Lincoln ST,"(42.358902, -71.146953)",42.3589249,-71.14698683525046,POINT (-71.14698683525046 42.3589249),Brighton
"LIQUID ART BOSTON, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,220,100,  Arlington ST,"(42.35002, -71.0695)",42.349938200000004,-71.06947734385473,POINT (-71.06947734385473 42.3499382),Bay Village
"GEORGE BEST, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,355,903,  Boylston ST,"(42.348481, -71.084239)",42.3484206,-71.08420790000001,POINT (-71.08420790000001 42.3484206),Back Bay
"TY RESTAURANT GROUP, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,991,  Bennington ST,"(42.386375, -71.007041)",42.385903369188725,-71.00866096001738,POINT (-71.00866096001738 42.38590336918872),East Boston
"LITTLE Q COMPANY, INC.",01/15/2014 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,78,660, Washington St,"(0.0, 0.0)",42.3519609,-71.0625507,POINT (-71.0625507 42.3519609),Chinatown
"LITTLE STEVE'S PIZZA, INC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,85,1114, Boylston St,"(0.0, 0.0)",42.3467922,-71.0887042,POINT (-71.0887042 42.3467922),Fenway
ASSOCIATES AND LEISURE ACTIVITIES LLC,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,1201,246,  Tremont ST,"(42.350688, -71.064668)",42.3507175,-71.0646947,POINT (-71.0646947 42.3507175),Downtown
"HAMACHI SERVERS, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,94,823,E Sixth ST,"(42.333112, -71.027318)",42.33333626785715,-71.026927875,POINT (-71.026927875 42.33333626785715),South Boston
"LOCALE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,18,350,  Hanover ST,"(42.36512, -71.05339)",42.364999,-71.05339616666666,POINT (-71.05339616666666 42.364999),North End
"Broadway Restaurant, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,177,412,W Broadway ,"(42.337039, -71.047689)",42.337053600000004,-71.0477128,POINT (-71.0477128 42.3370536),South Boston
"BROOK EGG FARM, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,99,116,  Salem ST,"(42.364676, -71.055658)",42.364682,-71.055614,POINT (-71.05561400000001 42.364682),North End
"LOLITA BOSTON, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,243,271,  Dartmouth ST,"(42.35068, -71.077361)",42.350685299999995,-71.0774037,POINT (-71.0774037 42.35068529999999),Back Bay
"IPSWICH ENTERTAINMENT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,267,1,  Lansdowne ST,"(42.347312, -71.094489)",42.3473311,-71.0945338,POINT (-71.09453379999999 42.3473311),Fenway
"LOS ARRIEROS RESTAURANT, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,39,13,  Meridian ST,"(42.370601, -71.038751)",42.370453714285716,-71.03886914285717,POINT (-71.03886914285717 42.37045371428572),East Boston
"LEGAL SEA FOODS, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,166,225, Northern Av,"(42.348075, -71.039263)",42.348660714285714,-71.03876920408162,POINT (-71.03876920408162 42.34866071428571),South Boston Waterfront
UKUSA CORP.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,252,224,  Hanover ST,"(0.0, 0.0)",42.36312085714286,-71.05530857142857,POINT (-71.05530857142857 42.36312085714286),North End
"LUCCA HOLDINGS, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,200,116,  Huntington AV,"(42.34651, -71.07976)",42.346723600000004,-71.0796355,POINT (-71.07963549999999 42.3467236),Back Bay
DONATO DONATO GIANNI LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,190,415,  Hanover ST,"(42.365578, -71.052718)",42.3674460240469,-71.05249472062498,POINT (-71.05249472062498 42.3674460240469),North End
"CONGRESS FINE DINING, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,240,355,  Congress ST,"(42.350051, -71.04848)",42.350181,-71.04844,POINT (-71.04844 42.350181),South Boston Waterfront
"MURAMPO, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,117,421, Cambridge St,"(0.0, 0.0)",42.3549742,-71.13435079999999,POINT (-71.13435079999999 42.3549742),Allston
LYRIC STAGE COMPANY,10/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,244,140,  Clarendon ST,"(42.348611, -71.074438)",42.34859005263158,-71.07430336842106,POINT (-71.07430336842106 42.34859005263158),Back Bay
"MACUMBA LATINA, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,260,477, River St,"(0.0, 0.0)",42.268126744622776,-71.0930700835412,POINT (-71.09307008354121 42.26812674462278),Mattapan
MAGGIANO'S HOLDING CORPORATION,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,480,4,  Columbus AV,"(42.351222, -71.068209)",42.351309854166665,-71.0683314375,POINT (-71.06833143750001 42.35130985416667),Downtown
"PANDA SPICY POT, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,43,129,  Brighton AV,"(42.353088, -71.131119)",42.352825,-71.13180078571429,POINT (-71.13180078571429 42.352825),Allston
"LAZARO ORELLANA, INDIVIDUAL",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,40,1045, Saratoga St,"(0.0, 0.0)",42.386137,-71.005466,POINT (-71.005466 42.386137),East Boston
"BUCCELLATI, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,76,3,  North SQ,"(42.36407, -71.05331)",42.36406940000001,-71.05331730839484,POINT (-71.05331730839484 42.36406940000001),North End
"JUAN REYES, INDIVIDUAL",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,19,381,  Centre ST,"(42.322337, -71.10927)",42.29471595,-71.05739659999999,POINT (-71.05739659999999 42.29471595),Dorchester
JPC VENTURE CORP.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,607,21,  Broad ST,"(42.358443, -71.054658)",42.358829,-71.05455638461537,POINT (-71.05455638461537 42.358829),Downtown
MARRIOTT'S RESORTS HOSPITALITY CORPORATION,11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,205,3,  McKinley SQ,"(42.35904, -71.05356)",42.35908010000001,-71.0536495,POINT (-71.05364950000001 42.35908010000001),Downtown
MARU LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,45,10,  Huntington AV,"(42.348545, -71.077314)",42.3351382,-71.10366982751569,POINT (-71.10366982751569 42.3351382),Longwood
