,BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,LICCATDESC,CAPACITY,STNO,Address,Location,5,Final_Lat,Final_Long,geometry,neighborhood,ltype
808,"FIRST ATLAS LIONS, LLC",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,200,73.0,  Main ST,"(42.373887, -71.062647)","-71.062706,42.373695",42.373887,-71.062647,POINT (-71.062647 42.373887),Charlestown,All Alc.
809,"TAPEO, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,198,266.0,  Newbury ST,"(42.349163, -71.083186)","-71.08333,42.34938",42.349163,-71.083186,POINT (-71.083186 42.349163),Back Bay,All Alc.
810,"TAQUERIA EL CARRIZAL, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,50,254.0,  Brighton AV,"(42.353243, -71.136649)","-71.13614,42.353405",42.353243,-71.136649,POINT (-71.13664900000001 42.353243),Allston,Malt Wine Liq.
811,DUARTE CORP.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,70,210.0,  Hanover ST,"(42.362919, -71.05563)","-71.05548,42.36284",42.362919,-71.05563,POINT (-71.05562999999999 42.362919),North End,Malt Wine Liq.
812,"LES AMIS RESTAURANT, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,96,1610.0,  Commonwealth AV,"(42.343355, -71.142631)","-71.14296,42.34324",42.343355,-71.142631,POINT (-71.14263099999999 42.343355),Brighton,Malt Wine Liq.
813,"MOHAMMAD ALAM, INDIVIDUAL",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,44,1111.0, Dorchester Av,"(42.312658, -71.057474)","-71.05729,42.312637",42.312658,-71.057474,POINT (-71.057474 42.312658),Dorchester,Malt Wine
814,"TERIYAKI HOUSE, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,18,32.0,W Broadway ,"(42.342726, -71.056371)","-71.0565,42.342464",42.342726,-71.056371,POINT (-71.056371 42.342726),South Boston,Malt Wine
815,"TASTY BURGER 4, LLC",10/25/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWN,CV7MWN - Neighborhood Restricted,149,2304.0,  Washington ST,"(42.33006, -71.08405)","-71.08411,42.33026",42.33006,-71.08405,POINT (-71.08405 42.33006),Roxbury,Neighborhood Restricted - CV7MWN
816,"Tasty Burger 5, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,92,145.0, Dartmouth St,"(42.34738, -71.07484)",,42.34738,-71.07484,POINT (-71.07483999999999 42.34738),Back Bay,Malt Wine
817,TASTY BURGER CORPORATION,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,77,1301.0,  Boylston ST,"(42.344773, -71.098278)","-71.098045,42.34452",42.344773,-71.098278,POINT (-71.09827799999999 42.344773),Fenway,Malt Wine
818,"Tavern in the Square South Station, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,49,1.0,  South Station  ,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
819,"TAVERN IN THE SQUARE CAUSEWAY STREET, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,267,120.0, Beverly St,"(0.0, 0.0)","-71.06003,42.36641",42.36641,-71.06003,POINT (-71.06003 42.36641),West End,All Alc.
820,"JAJB, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,580,161.0,  Brighton AV,"(0.0, 0.0)","-71.13246,42.353107",42.353107,-71.13246,POINT (-71.13245999999999 42.353107),Allston,All Alc.
821,"TAVERN ROAD, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,180,343.0,  Congress ST,"(42.35059, -71.04938)","-71.04914,42.35079",42.35059,-71.04938,POINT (-71.04938 42.35059),South Boston Waterfront,All Alc.
822,"TAVITAS SOUTH STATION, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,49,1.0,  South Station  ,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
823,"TRINITY ASHMONT RESTAURANT, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,120,1918.0, Dorchester Av,"(0.0, 0.0)","-71.06404,42.28662",42.28662,-71.06404,POINT (-71.06404000000001 42.28662),Dorchester,All Alc.
824,"TEATRO, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,126,177.0,  Tremont ST,"(42.353, -71.06405)",,42.353,-71.06405,POINT (-71.06404999999999 42.353),Downtown,All Alc.
825,"Z-LOVE, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,53,289.0, Dorchester St,"(42.332022, -71.052758)","-71.05264,42.33184",42.332022,-71.052758,POINT (-71.052758 42.332022),South Boston,All Alc.
826,"KLK, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,36,597.0, Centre St,"(0.0, 0.0)","-71.11411,42.314903",42.314903,-71.11411,POINT (-71.11411 42.314903),Jamaica Plain,Malt Wine Liq.
827,"BLIFIA ASSOCIATES, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,36,1746.0,  Washington ST,"(42.33646, -71.07653)","-71.076775,42.336647",42.33646,-71.07653,POINT (-71.07653000000001 42.33646),South End,Malt Wine
828,"TERRAMIA, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,39,98.0, Salem St,"(42.36406, -71.05574)","-71.05559,42.36408",42.36406,-71.05574,POINT (-71.05574 42.36406),North End,Malt Wine Liq.
829,PRECIADO CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,35,26.0,  Porter ST,"(0.0, 0.0)","-71.037865,42.374413",42.374413,-71.037865,POINT (-71.037865 42.374413),East Boston,Malt Wine Liq.
830,T.G.I. FRIDAY'S INC.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,235,1.0,  Brigham CIR,"(0.0, 0.0)",,,,POINT (nan nan),Mission Hill,All Alc.
831,"Y&Y ENTERPRISES, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,62,132.0,  Newbury ST,"(42.35092, -71.07668)","-71.07698,42.351093",42.35092,-71.07668,POINT (-71.07668 42.35092),Back Bay,Malt Wine
832,"C,T, M&W LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,40,636.0, Beacon St,"(0.0, 0.0)","-71.094986,42.349365",42.349365,-71.094986,POINT (-71.09498600000001 42.349365),Fenway,Malt Wine
833,THAITATION LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,44,129.0,  Jersey ST,"(42.342326, -71.096951)","-71.09698,42.342762",42.342326,-71.096951,POINT (-71.096951 42.342326),Fenway,Malt Wine
834,"RYTUBB, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,180,237.0,  Washington ST,"(0.0, 0.0)","-71.0579,42.357964",42.357964,-71.0579,POINT (-71.0579 42.357964),Downtown,All Alc.
835,"NINE THIRTY FOUR, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,150,934.0,  Dorchester AV,"(42.31897, -71.05648)","-71.056725,42.31891",42.31897,-71.05648,POINT (-71.05647999999999 42.31897),Dorchester,All Alc.
836,"POSEIDON ENTERPRISES, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,228,88.0,  Sleeper ST,"(42.353895, -71.048576)","-71.048325,42.3532",42.353895,-71.048576,POINT (-71.048576 42.353895),South Boston Waterfront,All Alc.
837,"GSTH INVESTMENT GROUP, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,668,51.0,  Stuart ST,"(42.351234, -71.064128)","-71.06411,42.351013",42.351234,-71.064128,POINT (-71.064128 42.351234),Downtown,All Alc.
838,Baird Hospitality LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,109,15.0,  Union ST,"(42.360853, -71.056685)","-71.05701,42.361202",42.360853,-71.056685,POINT (-71.056685 42.360853),Downtown,All Alc.
839,"B. STONE, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,240,1505.0, Dorchester Av,"(42.299303, -71.060619)","-71.060486,42.29916",42.299303,-71.060619,POINT (-71.060619 42.299303),Dorchester,All Alc.
840,"JAMES ASSOCIATES, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,253,734.0,E Broadway ,"(0.0, 0.0)","-71.03609,42.33562",42.33562,-71.03609,POINT (-71.03609 42.33562),South Boston,All Alc.
841,"M. COOKE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,200,80.0, Atlantic Av,"(42.362516, -71.050719)","-71.050995,42.362644",42.362516,-71.050719,POINT (-71.050719 42.362516),North End,All Alc.
842,BOSTONIAN HOTEL LIMITED PARTNERSHIP,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,20.0,  North ST,"(42.360699, -71.056342)","-71.05624,42.360546",42.360699,-71.056342,POINT (-71.056342 42.360699),Downtown,All Alc.
843,"HERSHA HOSPITALITY MANAGEMENT, L.P.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,119.0,  Merrimac ST,"(42.363933, -71.062461)","-71.06234,42.363712",42.363933,-71.062461,POINT (-71.062461 42.363933),West End,All Alc.
844,"378 CENTRE STREET, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,92,, Centre St,"(0.0, 0.0)","-71.09865,42.32263",42.32263,-71.09865,POINT (-71.09865000000001 42.32263),Jamaica Plain,All Alc.
845,BALLDON PROP 1 LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,254,1300.0, Hyde Park Av,"(0.0, 0.0)","-71.124306,42.254517",42.254517,-71.124306,POINT (-71.124306 42.254517),Hyde Park,All Alc.
846,"WHO'S ON FIRST, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,325,21.0, Yawkey Wy,"(0.0, 0.0)","-71.0988,42.346455",42.346455,-71.0988,POINT (-71.0988 42.346455),Fenway,All Alc.
847,552 TREMONT LLC,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,30,552.0,  Tremont ST,"(42.34376, -71.07146)","-71.0716,42.34396",42.34376,-71.07146,POINT (-71.07146 42.34376),South End,Malt Wine Liq.
848,"CAPITAL GRILLE HOLDINGS, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,342,900.0,  Boylston ST,"(0.0, 0.0)","-71.08387,42.348343",42.348343,-71.08387,POINT (-71.08387 42.348343),Back Bay,All Alc.
849,"THE CATERED AFFAIR, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,2727,700.0,  Boylston ST,"(42.349231, -71.078658)","-71.079605,42.34948",42.349231,-71.078658,POINT (-71.078658 42.349231),Back Bay,All Alc.
850,"CHLN, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,297,58.0,  Long Wharf RO,"(42.360145, -71.049594)","-71.048546,42.360146",42.360145,-71.049594,POINT (-71.049594 42.360145),Downtown,All Alc.
851,"THE CHEESECAKE FACTORY RESTAURANTS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,376,115.0,  Huntington AV,"(0.0, 0.0)","-71.081215,42.34589",42.34589,-71.081215,POINT (-71.081215 42.34589),Back Bay,All Alc.
852,"DRAM, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,113,1330.0, Boylston St,"(0.0, 0.0)","-71.09866,42.344337",42.344337,-71.09866,POINT (-71.09866 42.344337),Fenway,All Alc.
853,"FACILITY CONCESSION SERVICES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPAL,GOP All Alc.,1658,98.0,  Boylston ST,"(42.352044, -71.065328)","-71.06522,42.35241",42.352044,-71.065328,POINT (-71.06532799999999 42.352044),Downtown,All Alc.
854,"BADOINKAS, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,211,83.0,  Harvard AV,"(42.353503, -71.132378)","-71.13228,42.35373",42.353503,-71.132378,POINT (-71.132378 42.353503),Allston,All Alc.
855,"NEXT DROP,INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,33.0, Massachusetts Av,"(0.0, 0.0)","-71.08923,42.35029",42.35029,-71.08923,POINT (-71.08923 42.35029),Back Bay,All Alc.
856,"FLAHERTY, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,262,16.0,W Broadway  ,"(0.0, 0.0)","-71.05681,42.342663",42.342663,-71.05681,POINT (-71.05681 42.342663),South Boston,All Alc.
857,"CALAMARI FISHERIES, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,20,323.0, Hanover St,"(0.0, 0.0)","-71.05403,42.364204",42.364204,-71.05403,POINT (-71.05403 42.364204),North End,Malt Wine
858,"CALAMARI COURT, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,107,2.0, Northern Av,"(0.0, 0.0)","-71.05101,42.355118",42.355118,-71.05101,POINT (-71.05101000000001 42.355118),Downtown,Malt Wine Liq.
859,"RED ROCKETS, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,62,100.0,  Chandler ST,"(42.34626, -71.07288)","-71.07326,42.34634",42.34626,-71.07288,POINT (-71.07288 42.34626),South End,All Alc.
860,"HALE MARKETING, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,150,3712.0, Washington St,"(0.0, 0.0)","-71.112854,42.30093",42.30093,-71.112854,POINT (-71.112854 42.30093),Jamaica Plain,All Alc.
861,"THE DUGOUT CAFE, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,96,722.0,  Commonwealth AV,"(42.34957, -71.10598)","-71.10537,42.349766",42.34957,-71.10598,POINT (-71.10598 42.34957),Fenway,All Alc.
862,"EWalk SE1, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,80,1415.0,  Washington ST,"(42.341226, -71.07053)","-71.07014,42.34113",42.341226,-71.07053,POINT (-71.07053000000001 42.341226),South End,All Alc.
863,"BOYLSTON ENTERTAINMENT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,672,1.0, Boylston Pl,"(42.352142, -71.06615)","-71.06592,42.352398",42.352142,-71.06615,POINT (-71.06614999999999 42.352142),Downtown,All Alc.
864,"TOASTED BROTHERS BB, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,125,35.0, Stanhope St,"(0.0, 0.0)","-71.07259,42.348713",42.348713,-71.07259,POINT (-71.07259000000001 42.348713),Back Bay,All Alc.
865,"The Frogmore, LLC",02/05/2016 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,95,365.0,  Centre ST,"(42.322657, -71.108212)","-71.10832,42.32241",42.322657,-71.108212,POINT (-71.10821199999999 42.322657),Jamaica Plain,Neighborhood Restricted - CV7ALN
866,"HENRY'S DELICATESSEN, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,90,1395.0,  Washington ST,"(42.34136, -71.07015)","-71.06994,42.34123",42.34136,-71.07015,POINT (-71.07015 42.34136),South End,All Alc.
867,"GALWAY HOUSE, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,102,,  Centre ST,"(0.0, 0.0)","-71.09865,42.32263",42.32263,-71.09865,POINT (-71.09865000000001 42.32263),Jamaica Plain,All Alc.
868,"THE ISABELLA STEWART GARDNER MUSEUM, INCORPORATED",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,1293,280.0,  Fenway  ,"(42.338764, -71.098844)","-71.098656,42.33893",42.338764,-71.098844,POINT (-71.098844 42.338764),Longwood,Malt Wine
869,"SYMPHONY EXCHANGE, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,90,250.0,  Huntington AV,"(42.342201, -71.08503)","-71.1175,42.26802",42.342201,-71.08503,POINT (-71.08503 42.342201),Fenway,Malt Wine Liq.
870,"1625 EXCHANGE, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,42,1625.0,  Tremont ST,"(42.33392, -71.10354)","-71.10345,42.333717",42.33392,-71.10354,POINT (-71.10354 42.33392),Mission Hill,Malt Wine Liq.
871,Boston Pubs LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,231,148.0,  State ST,"(42.359387, -71.054174)","-71.054054,42.3593",42.359387,-71.054174,POINT (-71.054174 42.359387),Downtown,All Alc.
872,THE 15 LAGRANGE STREET CORPORATION,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,22.0, Lagrange St,"(0.0, 0.0)","-71.06313,42.351532",42.351532,-71.06313,POINT (-71.06313 42.351532),Downtown,All Alc.
873,"GLENVILLE TAVERN SERVICES, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,95,87.0, Glenville Av,"(0.0, 0.0)","-71.13485,42.34944",42.34944,-71.13485,POINT (-71.13485 42.34944),Allston,Malt Wine
874,"OXFORD HOTELS AND RESORTS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,505.0, Washington St,"(0.0, 0.0)","-71.06163,42.35444",42.35444,-71.06163,POINT (-71.06162999999999 42.35444),Downtown,All Alc.
875,"170, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,206,170.0, Milk St,"(0.0, 0.0)","-71.05288,42.35856",42.35856,-71.05288,POINT (-71.05288 42.35856),Downtown,All Alc.
876,"DAVID N. MURRAY, INDIVIDUAL",11/29/2013 12:00:00 AM,12/31/2014 12:00:00 AM,CV7AL,CV7 All Alc.,295,69.0,  Canal ST,"(42.36407, -71.05936)","-71.05961,42.36412",42.36407,-71.05936,POINT (-71.05936 42.36407),West End,All Alc.
877,"GREEN BRIAR TAVERN, INC.",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,360,280.0,  Washington ST,"(42.348095, -71.150232)","-71.15034,42.3489",42.348095,-71.150232,POINT (-71.150232 42.348095),Brighton,All Alc.
878,"GALWAY, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,693,85.0,  Causeway ST,"(42.364591, -71.062338)","-71.062485,42.364788",42.364591,-71.062338,POINT (-71.062338 42.364591),West End,All Alc.
879,"ANGLO HOSPITALITY, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,45,2.0, Perkins St,"(0.0, 0.0)","-71.11046,42.321873",42.321873,-71.11046,POINT (-71.11046 42.321873),Jamaica Plain,Malt Wine Liq.
880,"SPORTER'S CAFE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,150,228.0,  Cambridge ST,"(42.360985, -71.06661)","-71.0666,42.36115",42.360985,-71.06661,POINT (-71.06661 42.360985),Beacon Hill,All Alc.
881,"BOSTON SPEAKEASY, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,180,1277.0,  Commonwealth AV,"(42.34982, -71.13342)","-71.133354,42.3494",42.34982,-71.13342,POINT (-71.13342 42.34982),Allston,All Alc.
882,"MRJ, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,150,18.0,  Province ST,"(42.357254, -71.05958)","-71.059746,42.357243",42.357254,-71.05958,POINT (-71.05958 42.357254),Downtown,All Alc.
883,"ROCK HARD PRODUCTIONS, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,260,216.0, Hanover St,"(0.0, 0.0)","-71.05537,42.362938",42.362938,-71.05537,POINT (-71.05537 42.362938),North End,Malt Wine Liq.
884,"HE PUB, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,88,144.0,  South ST,"(42.305066, -71.114449)","-71.11465,42.30504",42.305066,-71.114449,POINT (-71.11444899999999 42.305066),Jamaica Plain,All Alc.
885,"CLASSIC RESTAURANT CONCEPTS II, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,248,2.0,  Center PZ,"(42.359826, -71.060233)",,42.359826,-71.060233,POINT (-71.060233 42.359826),Downtown,All Alc.
886,"F.S. POPS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,48,560.0, Tremont St,"(0.0, 0.0)","-71.07189,42.34381",42.34381,-71.07189,POINT (-71.07189 42.34381),South End,All Alc.
887,"NOLAN ASSOCIATES, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,347,6.0, Long Wh,"(42.36014, -71.050295)",,42.36014,-71.050295,POINT (-71.05029500000001 42.36014),Downtown,All Alc.
888,PACIFIC BOSTON SERVICE CORPORATION,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,250.0,  Franklin ST,"(42.35663, -71.054279)","-71.05424,42.356403",42.35663,-71.054279,POINT (-71.05427899999999 42.35663),Downtown,All Alc.
889,"LAST DROP, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,105,,  Washington ST,"(0.0, 0.0)",,,,POINT (nan nan),Brighton,All Alc.
890,"CALLAN HOSPITALITY,INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,120,102.0, Broad St,"(0.0, 0.0)","-71.05223,42.357265",42.357265,-71.05223,POINT (-71.05222999999999 42.357265),Downtown,All Alc.
891,"ATLANTIC 101, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,240,101.0,  Atlantic AV,"(42.361781, -71.052341)","-71.05205,42.36162",42.361781,-71.052341,POINT (-71.052341 42.361781),North End,All Alc.
892,"THE PARISH CAFE, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,140,359.0, Boylston St,"(0.0, 0.0)","-71.07125,42.351757",42.351757,-71.07125,POINT (-71.07125000000001 42.351757),Back Bay,All Alc.
893,"Saturday Afternoon, Inc.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPAL,GOP All Alc.,1262,1254.0, Boylston St,"(0.0, 0.0)","-71.09569,42.345123",42.345123,-71.09569,POINT (-71.09569 42.345123),Fenway,All Alc.
894,"TRIPLE PS, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,139,28.0,W Broadway ,"(42.342726, -71.056519)","-71.05658,42.342514",42.342726,-71.056519,POINT (-71.05651899999999 42.342726),South Boston,Malt Wine Liq.
895,"MABROTHERS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,182,10.0,  Bosworth ST,"(42.356873, -71.06026)","-71.060265,42.357025",42.356873,-71.06026,POINT (-71.06026 42.356873),Downtown,All Alc.
896,YOEVE CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,65,1152.0,  River ST,"(42.25647, -71.12031)","-71.12042,42.256577",42.25647,-71.12031,POINT (-71.12031 42.25647),Hyde Park,All Alc.
897,"RAGLIN ROAD, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,253,60.0,  Franklin ST,"(42.35577, -71.05838)","-71.05796,42.35549",42.35577,-71.05838,POINT (-71.05838 42.35577),Downtown,All Alc.
898,"BROUGHTON ENTERPRISES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,3492.0,  Washington ST,"(42.30628, -71.10743)","-71.10754,42.306404",42.30628,-71.10743,POINT (-71.10742999999999 42.30628),Jamaica Plain,All Alc.
899,"BK & PF, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,273,222.0, Friend St,"(0.0, 0.0)","-71.06084,42.36431",42.36431,-71.06084,POINT (-71.06084 42.36431),West End,All Alc.
900,"THE OCEANAIRE RESTAURANT COMPANY, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,310,40.0, Court St,"(42.35903, -71.05927)","-71.059044,42.359154",42.35903,-71.05927,POINT (-71.05927 42.35903),Downtown,All Alc.
901,"GMRI, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,260,, Allstate Rd,"(42.326055, -71.063096)","-71.064606,42.32495",42.326055,-71.063096,POINT (-71.063096 42.326055),Dorchester,All Alc.
902,"BOSTON CULINARY GROUP, INC.",10/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPMW,GOP Malt Wine,2763,1.0, Hamilton Pl,"(42.356225, -71.060994)","-71.06128,42.356373",42.356225,-71.060994,POINT (-71.06099399999999 42.356225),Downtown,Malt Wine
903,THE PAINT BAR LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,37,248.0,  Newbury ST,"(42.34936, -71.08253)","-71.08259,42.34957",42.34936,-71.08253,POINT (-71.08253000000001 42.34936),Back Bay,Malt Wine
