BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,LICCATDESC,CAPACITY,STNO,Address,Location,Lat,Long
"Hong Kong Eatery, Inc.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,60,79,  Harrison AV,"(42.35101, -71.06162)",42.33639687755102,-71.07216622448979
"HOT POT BUFFET, INC.",11/05/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,288,70,  Beach ST,"(42.351353, -71.059891)",42.3513135,-71.0599233
"SAGE CLIENT 415, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,500,  Commonwealth AV,"(42.348521, -71.095099)",42.348593,-71.0953263
THAILAND INTERNATIONAL CORPORATION,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,54,542,  Columbus AV,"(42.3414, -71.08034)",42.341099,-71.080886
"HIGH STREET RESTAURANT GROUP, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,540,184,  High ST,"(42.35668, -71.05257)",42.3565905,-71.0527728
"FRIAR VENTURES, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,699,150,  Canal ST,"(42.3648, -71.0608)",42.3648417,-71.0607328
"LASALLE HOTEL LESSEE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,101,  Harborside DR,"(42.359198, -71.027191)",42.35920815,-71.02721242674713
CHSP TRS BOSTON II LLC,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,1, Avenue De Lafayette ,"(42.353254, -71.061258)",42.3534041,-71.0607712
ANTHONY OLIVIERO & LUIGI SODANO,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,80,257,  North ST,"(42.363662, -71.051888)",42.363739,-71.05193
GAGAN CORPORATION,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,58,484,  Commonwealth AV,"(42.34854, -71.09422)",42.3485475,-71.0942315
"INTERCONTINENTAL HOTELS GROUP RESOURCES, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,500,  Atlantic AV,"(42.3541, -71.05228)",42.35410886486486,-71.05248864864865
"INTERMISSION TAVERN, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,64,228,  Tremont ST,"(42.351346, -71.064584)",42.35129675,-71.0647371875
INTERNAL MATTER LLC,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,45,35,  Channel Center ST,"(42.346397, -71.050561)",42.34635755,-71.05055905840757
IRASHAI SUSHI AND TERIYAKI INC.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,45,8, Kneeland St,"(42.351008, -71.062428)",42.3510404,-71.0628464
"MCLAUGHLIN RESTAURANT, INC.",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,85,25,  Park ST,"(42.3726, -71.06104)",42.286646149999996,-71.1589268572965
YONG SUN INC.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,TAVAL,Tavern Licenses,67,1003, Massachusetts Av,"(42.32806, -71.06831)",42.3273801875,-71.06756234375001
JONATHAN B. HARKER,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,30,336,  Sumner ST,"(42.367286, -71.035739)",42.36728975,-71.03572899569436
CARLOS GROUP LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,87,1414,  Commonwealth AV,"(42.348527, -71.139106)",42.3485418,-71.1391008
"J.P. SEAFOOD CAFÉ, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,75,730,  Centre ST,"(42.310802, -71.114458)",42.3108866,-71.1144258
"JACOB WIRTH RESTAURANT COMPANY, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,276,31,  Stuart ST,"(42.35126, -71.06375)",42.3482855,-71.0765335
"SAPA 2, LLC",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,49,1952,  Beacon ST,"(42.336326, -71.150238)",42.33633722986118,-71.14956091155625
"DA CROSSING, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,100,21,  Temple PL,"(42.3552, -71.06239)",42.3552498,-71.0623372
"BBRG WATERFRONT TR, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,384,100,  Atlantic AV,"(42.361967, -71.050671)",42.3621,-71.051048
"BBRG NEWBURY TR, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,260,26,  Exeter ST,"(42.35061, -71.07967)",42.3506354,-71.0796392
LES NOUVEAUX RESTAURANTS LLC,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,95,468,  Commonwealth AV,"(42.34855, -71.09348)",42.348584900000006,-71.09348381471615
"PABLA BROS., INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,76,279,  Newbury ST,"(42.34938, -71.084014)",42.3494102,-71.0838845
"KAY OASIS ENTERPRISES, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,500,1117,  Blue Hill AV,"(42.28635, -71.09111)",42.3048452,-71.0848265
"KBG, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,1410,  Centre ST,"(42.293937, -71.13618)",42.2978789,-71.1302825
"KELLEY SQUARE PUB, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,84,  Bennington ST,"(42.376231, -71.035629)",42.3761913,-71.0357131
THE KINGSTON GROUP LLC,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,248,25,  Kingston ST,"(42.35375, -71.05925)",42.35366932704966,-71.05916106000261
"KO CATERING AND PIES, LLC",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,28,256,  Marginal ST,"(42.364227, -71.032549)",42.38603057142857,-71.02941071428572
SHIN HA CORPORATION,11/05/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,80,122,  Harvard AV,"(42.352431, -71.131711)",42.26014287755102,-71.12277771428572
"KOREAN FUSION, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,64,16,  North ST,"(42.360718, -71.056455)",42.3607111,-71.05645679667033
AOB CORP.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,36,108,  L ST,"(42.334052, -71.035091)",42.334123,-71.03523866666666
"R.J.A. ENTERPRISES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,125,112,  Salem ST,"(42.36455, -71.05571)",42.3645231,-71.0555925
"JULIO ESPANA, INDIVIDUAL",11/29/2013 12:00:00 AM,12/31/2015 12:00:00 AM,CV7MW,CV7 Malt Wine,19,290,  Bennington ST,"(42.379018, -71.02859)",42.37874623652772,-71.02864968709149
"BFAM, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,124,97,  Mount Vernon ST,"(42.35806, -71.06972)",42.3580849,-71.06973207653061
"GM RESTAURANT ENTERPRISES, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,80,19,  Bennington ST,"(42.375103, -71.037993)",42.3750686,-71.03794632147456
"RAFAEL E. VERAS, INDIVIDUAL",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,32,302,  Centre ST,"(42.32273, -71.10325)",42.322703700000005,-71.10324874679398
WICKED COMEDY LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,400,425,  Summer ST,"(42.346219, -71.043099)",42.3461583,-71.0433047
"LEGAL SEA FOODS, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,180,10,  City SQ,"(42.372275, -71.061689)",42.372155,-71.061687
"LEGAL SEA FOODS, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,238,255,  State ST,"(42.359417, -71.051129)",42.3594832,-71.0514451
"LEGAL SEA FOODS, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,299,100, Huntington Av,"(42.34721, -71.0782)",42.346971,-71.079388
"LEGAL SEAFOODS, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,351,800,  Boylston ST,"(42.347296, -71.081457)",42.3471718,-71.08250628733232
"THE LENOX HOTEL,L.L.C",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,61,  Exeter ST,"(42.349129, -71.079618)",42.34912525,-71.07953245238065
"LE, INC.",12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,159,137,  Brighton AV,"(42.353116, -71.131381)",42.3530795,-71.1313038
IN VINO VERITAS BISTRO LLC,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,150,129,  South ST,"(42.351209, -71.057569)",42.351071,-71.0575271
"GEORGE'S RESTAURANT & LOUNGE, INC.",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,134,323,  Washington ST,"(42.29983, -71.07452)",42.349124,-71.151919
DON'T LOOK BACK LESSEE,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,215,  Charles ST,"(42.36203, -71.070362)",42.3620681,-71.07015767249052
"W Entertainment Group, Inc.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,113,204,  Tremont ST,"(42.351757, -71.064491)",42.351815,-71.064586
"RISTORANTE LIMONCELLO, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,120,190,  North ST,"(42.363379, -71.053961)",42.363481,-71.05342
"Lincoln Bar & Grill, Inc.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,76,8,  Lincoln ST,"(42.358902, -71.146953)",42.3589249,-71.14698683525046
"LIQUID ART BOSTON, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,220,100,  Arlington ST,"(42.35002, -71.0695)",42.3499382,-71.06947734385474
"GEORGE BEST, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,355,903,  Boylston ST,"(42.348481, -71.084239)",42.3484206,-71.0842079
"TY RESTAURANT GROUP, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,991,  Bennington ST,"(42.386375, -71.007041)",42.385903369188725,-71.00866096001737
ASSOCIATES AND LEISURE ACTIVITIES LLC,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,1201,246,  Tremont ST,"(42.350688, -71.064668)",42.3507175,-71.0646947
"HAMACHI SERVERS, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,94,823,E Sixth ST,"(42.333112, -71.027318)",42.33333626785715,-71.026927875
"LOCALE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,18,350,  Hanover ST,"(42.36512, -71.05339)",42.364999,-71.05339616666666
"Broadway Restaurant, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,177,412,W Broadway ,"(42.337039, -71.047689)",42.3370536,-71.0477128
"BROOK EGG FARM, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,99,116,  Salem ST,"(42.364676, -71.055658)",42.364682,-71.055614
"LBV HOTEL, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,154,  Berkeley ST,"(42.349158, -71.072431)",42.3491759,-71.07246182171238
"LOLITA BOSTON, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,243,271,  Dartmouth ST,"(42.35068, -71.077361)",42.3506853,-71.0774037
LONGWOOD HOTEL CORP.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,342,  Longwood AV,"(42.338216, -71.106561)",42.338238,-71.106273
"IPSWICH ENTERTAINMENT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,267,1,  Lansdowne ST,"(42.347312, -71.094489)",42.3473311,-71.0945338
"LOS ARRIEROS RESTAURANT, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,39,13,  Meridian ST,"(42.370601, -71.038751)",42.370453714285716,-71.03886914285715
"LEGAL SEA FOODS, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,166,225, Northern Av,"(42.348075, -71.039263)",42.348660714285714,-71.03876920408163
"LUCCA HOLDINGS, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,200,116,  Huntington AV,"(42.34651, -71.07976)",42.3467236,-71.0796355
DONATO DONATO GIANNI LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,190,415,  Hanover ST,"(42.365578, -71.052718)",42.3674460240469,-71.05249472062499
"CONGRESS FINE DINING, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,240,355,  Congress ST,"(42.350051, -71.04848)",42.350181,-71.04844
LYRIC STAGE COMPANY,10/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPMW,GOP Malt Wine,244,140,  Clarendon ST,"(42.348611, -71.074438)",42.34859005263158,-71.07430336842106
MAGGIANO'S HOLDING CORPORATION,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,480,4,  Columbus AV,"(42.351222, -71.068209)",42.351309854166665,-71.0683314375
"PANDA SPICY POT, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,43,129,  Brighton AV,"(42.353088, -71.131119)",42.352825,-71.13180078571429
"BUCCELLATI, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,76,3,  North SQ,"(42.36407, -71.05331)",42.364069400000005,-71.05331730839484
"JUAN REYES, INDIVIDUAL",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,19,381,  Centre ST,"(42.322337, -71.10927)",42.29471595,-71.0573966
JPC VENTURE CORP.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,607,21,  Broad ST,"(42.358443, -71.054658)",42.358829,-71.05455638461538
MARRIOTT'S RESORTS HOSPITALITY CORPORATION,11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,205,3,  McKinley SQ,"(42.35904, -71.05356)",42.3590801,-71.0536495
"MARRIOTT HOTEL SERVICES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,296,  State ST,"(42.36012, -71.05091)",42.35965204166667,-71.05107704166666
MARU LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,45,10,  Huntington AV,"(42.348545, -71.077314)",42.3351382,-71.10366982751569
"MONDAY MORNING, INC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPAL,GOP All Alc.,200,1937,  Beacon ST,"(42.335909, -71.149245)",42.3359182,-71.1492734
MASSACHUSETTS CONVENTION CENTER AUTHORITY,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,25000,415, Summer St,"(42.344449, -71.044821)",42.34733933705534,-71.04448519024898
"MASSIMINO'S CUCINA ITALIANA,INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,48,205,  Endicott ST,"(42.36652, -71.05788)",42.36644705452033,-71.05785024361626
"45 PROVINCE RESTAURANT, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,120,45, Province St,"(42.357037, -71.06017)",42.357051,-71.060062
LINDA C. LODDO,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,73,364,  Hanover ST,"(42.365393, -71.053271)",42.36538901545998,-71.05311253955163
"154 Maverick, LLC",03/31/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,24,154,  Maverick ST,"(42.369908, -71.037913)",42.3698625,-71.037979
"MAX BRENNER BOYLSTON, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,143,745, Boylston St,"(42.349421, -71.080611)",42.3493887,-71.0808179
ARANGO CORPORATION,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPAL,GOP All Alc.,91,411,  Chelsea ST,"(42.379899, -71.026814)",42.380282169437955,-71.02684516719131
MERENGUE CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,90,156,  Blue Hill AV,"(42.319179, -71.077549)",42.3048452,-71.0848265
NEW APPLETON LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,159,1,  Appleton ST,"(42.346725, -71.069653)",42.346669,-71.069289
MFT CORP.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,68,25,  Prince ST,"(42.364563, -71.05416)",42.36459317241379,-71.05424803448275
"ALTAMIRA BANQUETS, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,149,964,  Saratoga ST,"(42.38717, -71.0086)",42.387158,-71.00824
TRAIF CORP.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,270,221,  Columbus AV,"(42.348248, -71.07269)",42.34822220454546,-71.07207986363636
"DUNBOY, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,258,27,  Columbus AV,"(42.351143, -71.068949)",42.35129320833333,-71.068655375
"MODEL CAFETERIA, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,96,1,N Beacon ST,"(42.353825, -71.137595)",42.332132,-71.158552
"MODERN PASTRY, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,19,257,  Hanover ST,"(42.363247, -71.054762)",42.363286,-71.05487
"THE PENA-MENDOZA GROUP, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,150,48,  Winter ST,"(42.355863, -71.061898)",42.355909100000005,-71.06196556326435
"CARMEN CARTAGENA RIVERA, INDIVIDUAL",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,48,221,  Dudley ST,"(42.32837, -71.08064)",42.3284254767962,-71.08059522975203
"MOOGY'S SANDWICH SHOP, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,76,154,  Chestnut Hill AV,"(42.341552, -71.154278)",42.341696,-71.15433383333334
"MORTON'S OF CHICAGO/BOSTON SEAPORT, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,236,2,  Seaport LA,"(42.348928, -71.040843)",42.3502036,-71.0427412
"MOTHER ANNA'S, INC.",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,73,211,  Hanover ST,"(42.362698, -71.055309)",42.3627119,-71.0553276
THE SOMERS CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,77,  Broad ST,"(42.357643, -71.053639)",42.3576683,-71.0535739
"KPC, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,65,837,  Summer ST,"(42.338006, -71.03568)",42.33889334146342,-71.03562443902439
MUSEUM OF FINE ARTS,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,10630,465, Huntington Av,"(42.331977, -71.101647)",42.3394576,-71.09389640108918
"LEANY'S ENTERPRISE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,179,1233,  Bennington ST,"(42.3899, -70.99673)",42.38987055,-70.99670575403704
ALASTY CORP.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,96,4187,  Washington ST,"(42.287388, -71.127396)",42.28760781818182,-71.12702281818181
"NAVY YARD BISTRO, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,56,1,  First AV,"(42.372593, -71.057652)",42.371931399999994,-71.0513555621205
"NEPTUNE OYSTER, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,30,63,  Salem ST,"(42.36323, -71.05594)",42.363327,-71.055914
"NEW GOLDEN GATE, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,72,66,  Beach ST,"(42.351383, -71.060028)",42.35136792307692,-71.06009476923077
ST ORIENTAL CORPORATION,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,74,5,  Hudson ST,"(42.350966, -71.060128)",42.351044470588235,-71.06005605882352
